date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:59	462/462	---M-Z	404	error ('Not%20Found')	text/html	etag:%22124174e-2ea-58d3a49cb9e6b;597eb5bf7d98b-gzip%22	http://yp.jyc.co.in/robots.txt		(from )
17:18:59	22836/22836	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202019%2008:39:59%20GMT	http://yp.jyc.co.in/	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/index.html	(from )
17:19:01	99548/99548	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Nov%202019%2001:54:32%20GMT	http://yp.jyc.co.in/css/bootstrap.min.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/bootstrap.min.css	(from http://yp.jyc.co.in/)
17:19:01	19888/19888	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Nov%202019%2001:54:40%20GMT	http://yp.jyc.co.in/css/prettyPhoto.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/prettyPhoto.css	(from http://yp.jyc.co.in/)
17:19:02	17780/17780	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Nov%202019%2001:54:32%20GMT	http://yp.jyc.co.in/css/font-awesome.min.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/font-awesome.min.css	(from http://yp.jyc.co.in/)
17:19:03	61631/61631	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Nov%202019%2001:54:26%20GMT	http://yp.jyc.co.in/css/animate.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/animate.css	(from http://yp.jyc.co.in/)
17:19:04	28463/28463	---M--	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202019%2017:58:58%20GMT	http://yp.jyc.co.in/css/main.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/main.css	(from http://yp.jyc.co.in/)
17:19:05	3758/3758	---M--	200	added ('OK')	text/css	date:Sun,%2010%20Nov%202019%2001:54:40%20GMT	http://yp.jyc.co.in/css/responsive.css	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/css/responsive.css	(from http://yp.jyc.co.in/)
17:19:05	29063/29063	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4910-7187%22	http://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.6.3/css/font-awesome.min.css	F:/My%20Web%20Sites/Resume/cdnjs.cloudflare.com/ajax/libs/font-awesome/4.6.3/css/font-awesome.min.css	(from http://yp.jyc.co.in/)
17:19:07	6597/6597	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Nov%202019%2001:54:20%20GMT	http://yp.jyc.co.in/js/smoothscroll.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/smoothscroll.js	(from http://yp.jyc.co.in/)
17:19:09	16033/16033	---M--	200	added ('OK')	application/javascript	etag:%2214d809f2-3ea1-596f44ae10200%22	http://yp.jyc.co.in/js/jquery.isotope.min.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/jquery.isotope.min.js	(from http://yp.jyc.co.in/)
17:19:10	27822/27822	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Nov%202019%2001:54:14%20GMT	http://yp.jyc.co.in/js/bootstrap.min.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/bootstrap.min.js	(from http://yp.jyc.co.in/)
17:19:10	1769/1769	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Nov%202019%2001:54:16%20GMT	http://yp.jyc.co.in/js/jquery.parallax.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/jquery.parallax.js	(from http://yp.jyc.co.in/)
17:19:10	2629/2629	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Nov%202019%2001:54:18%20GMT	http://yp.jyc.co.in/js/main.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/main.js	(from http://yp.jyc.co.in/)
17:19:11	22836/22836	---M-Z	200	added ('OK')	text/html	date:Fri,%2022%20Nov%202019%2008:39:59%20GMT	http://yp.jyc.co.in/index.html	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/index-2.html	(from http://yp.jyc.co.in/)
17:19:11	22060/22060	---M--	200	added ('OK')	application/javascript	date:Sun,%2010%20Nov%202019%2001:54:16%20GMT	http://yp.jyc.co.in/js/jquery.prettyPhoto.js	F:/My%20Web%20Sites/Resume/yp.jyc.co.in/js/jquery.prettyPhoto.js	(from http://yp.jyc.co.in/)
